u	C	S
0.03003003003	0.030030024004176835	1.4179661374203002e-05
0.0500500500501	0.05004997255713048	6.564651724434424e-05
0.0700700700701	0.0700696532953993	0.00018013347722524065
0.0900900900901	0.0900886258186486	0.0003828464672281826
0.11011011011	0.11010611647440788	0.0006989867796200456
0.13013013013	0.13012092319997615	0.0011537461527740774
0.15015015015	0.1501313204505144	0.0017722991540065215
0.17017017017	0.1701349642808922	0.0025797922681744987
0.19019019019	0.19012879767787588	0.0036013290959801794
0.21021021021	0.21010895627349882	0.004861951068895062
0.23023023023	0.23007067460990138	0.006386613091973696
0.25025025025	0.2500081931705079	0.00820015353211463
0.27027027027	0.26991466644203166	0.010327257978050876
0.29029029029	0.2897820723263487	0.012792416210072337
0.31031031031	0.30960112328058875	0.015619871832811454
0.33033033033	0.32936117962765005	0.018833564044025457
0.35035035035	0.34905016554747836	0.022457061036896257
0.37037037037	0.36865448833152015	0.026513484563697644
0.39039039039	0.38815896155834817	0.031025425225542868
0.41041041041	0.40754673292705457	0.03601484809714752
0.43043043043	0.42679921756600087	0.041502988347970296
0.45045045045	0.4458960377171952	0.04751023658258757
0.47047047047	0.4648149697800773	0.05405601369457686
0.49049049049	0.48353189978187316	0.06115863511037812
0.510510510511	0.5020207884238009	0.06883516439339075
0.530530530531	0.520253646932006	0.0771012562847208
0.550550550551	0.5382005250177403	0.08597098937622667
0.570570570571	0.5558295123213861	0.09545668874444035
0.590590590591	0.5731067547776737	0.10556873902106736
0.610610610611	0.589996487392933	0.11631538853745939
0.630630630631	0.6064610849673062	0.12770254535689357
0.650650650651	0.6224611323232677	0.13973356619967267
0.670670670671	0.637955515614079	0.15240903947172482
0.690690690691	0.6529015362793669	0.16572656382700518
0.710710710711	0.6672550491871023	0.17968052392673847
0.730730730731	0.6809706264490597	0.19426186530320422
0.750750750751	0.694001748317403	0.2094578704907622
0.770770770771	0.7063010224604498	0.22525193885013567
0.790790790791	0.7178204327729174	0.24162337278112375
0.810810810811	0.7285116186971853	0.25854717329091415
0.830830830831	0.738326185814498	0.27599384815648775
0.850850850851	0.7472160482060216	0.2939292361861536
0.870870870871	0.7551338027808799	0.3123143513423453
0.890890890891	0.762033135419791	0.33110525073017233
0.910910910911	0.7678692583871346	0.35025293067795843
0.930930930931	0.7725993780202649	0.3697032553306333
0.950950950951	0.7761831912122941	0.389396922337303
0.970970970971	0.7785834086639171	0.4092694703329975
0.990990990991	0.779766302292496	0.42925133298338014
1.01101101101	0.7797022735550007	0.44926794437157613
1.03103103103	0.7783664387691007	0.46923990044939584
1.05105105105	0.7757392268086133	0.48908318114201904
1.07107107107	0.7718069838119125	0.5087094374765722
1.09109109109	0.7665625787826432	0.5280263477919274
1.11111111111	0.7600060031906076	0.5469380466707823
1.13113113113	0.7521449569081587	0.5653456297074478
1.15115115115	0.7429954120568093	0.5831477365783585
1.17117117117	0.732582145604771	0.6002412141108006
1.19119119119	0.7209392308653251	0.6165218601437326
1.21121121121	0.708110477416618	0.6318852479395778
1.23123123123	0.694149808415616	0.6462276297362854
1.25125125125	0.6791215638340626	0.6594469167259528
1.27127127127	0.6631007178251729	0.6714437313138817
1.29129129129	0.6461729982603235	0.6821225259572229
1.31131131131	0.6284348964797478	0.6913927612160383
1.33133133133	0.609993555505071	0.6991701338862122
1.35135135135	0.5909665253890893	0.7053778442419225
1.37137137137	0.5714813750533738	0.7099478895185356
1.39139139139	0.5516751509095053	0.7128223688426975
1.41141141141	0.5316936737952676	0.7139547828977327
1.43143143143	0.5116906673002054	0.7133113097367901
1.45145145145	0.4918267124189945	0.7108720363657509
1.47147147147	0.47226802566466825	0.7066321240596918
1.49149149149	0.4531850602997369	0.7006028839017208
1.51151151151	0.4347509331976922	0.6928127377961436
1.53153153153	0.4171396830186544	0.6833080392669941
1.55155155155	0.400524368850592	0.6721537277679541
1.57157157157	0.38507502220167883	0.6594337900615623
1.59159159159	0.3709564691895263	0.6452515025351392
1.61161161161	0.3583260439078116	0.6297294291669225
1.63163163163	0.3473312181971935	0.6130091512939388
1.65165165165	0.3381071773305123	0.5952507074131136
1.67167167167	0.3307743753554809	0.5766317240114448
1.69169169169	0.32543610792324273	0.5573462219023949
1.71171171171	0.3221761442593521	0.5376030867644995
1.73173173173	0.3210564633863093	0.517624197540488
1.75175175175	0.3221151426569633	0.49764221204997783
1.77177177177	0.32536444897297134	0.47789801556573125
1.79179179179	0.3307891846055972	0.4586378451507818
1.81181181181	0.3383453401703811	0.4401101101762425
1.83183183183	0.3479591068986284	0.42256193753712573
1.85185185185	0.35952629877026887	0.4062354785296804
1.87187187187	0.37291223220909137	0.39136402299558093
1.89189189189	0.3879521067937522	0.3781679749961322
1.91191191191	0.404451924729113	0.36685075274826
1.93193193193	0.4221899796022958	0.35759468360424934
1.95195195195	0.4409189361988348	0.3505569722388747
1.97197197197	0.4603685128969041	0.34586582665341226
1.99199199199	0.48024876645529746	0.343616831836721
2.01201201201	0.500253965974692	0.343869664653831
2.03203203203	0.520067028604382	0.3466452454785971
2.05205205205	0.5393644744049293	0.3519234219751825
2.07207207207	0.5578218419339952	0.3596412780092091
2.09209209209	0.5751194899268838	0.3696921557090069
2.11211211211	0.5909486942784228	0.38192547101720953
2.13213213213	0.6050179338329656	0.39614739254210934
2.15215215215	0.617059243733655	0.4121224400699666
2.17217217217	0.6268345017866348	0.4295760427425428
2.19219219219	0.6341415020027119	0.44819807773314624
2.21221221221	0.6388196607431118	0.4676473884595487
2.23223223223	0.6407551952698411	0.48755725724636617
2.25225225225	0.6398856125165788	0.5075417812945225
2.27227227227	0.6362033480442965	0.5272030733438052
2.29229229229	0.629758401856129	0.5461391801489637
2.31231231231	0.6206598293627366	0.5639525835584006
2.33233233233	0.6090759625487807	0.5802591214115308
2.35235235235	0.5952332583984286	0.5946971395629554
2.37237237237	0.5794136988455145	0.606936663068897
2.39239239239	0.5619506987022113	0.6166883549435839
2.41241241241	0.5432235147802377	0.6237120159309186
2.43243243243	0.5236501901415396	0.6278243694374459
2.45245245245	0.5036791112847713	0.628905873073518
2.47247247247	0.48377930206665265	0.6269063029862589
2.49249249249	0.4644296250515054	0.6218488700314849
2.51251251251	0.44610710737352705	0.6138326483242178
2.53253253253	0.4292746525237311	0.6030331270986573
2.55255255255	0.41436844005468354	0.5897007360950101
2.57257257257	0.4017853502729253	0.5741572425592272
2.59259259259	0.39187077878152243	0.5567899737399603
2.61261261261	0.3849072245054298	0.538043881482174
2.63263263263	0.38110404295470235	0.5184115337662836
2.65265265265	0.38058875251782265	0.4984211900766673
2.67267267267	0.38340026436052743	0.47862319120773333
2.69269269269	0.3894843752133853	0.45957496712089296
2.71271271271	0.39869181656781677	0.44182503608423834
2.73273273273	0.41077909366466253	0.42589643170231156
2.75275275275	0.4254122738063212	0.4122700486204034
2.77277277277	0.44217379720787425	0.4013684397155924
2.79279279279	0.4605722867060592	0.39354062463923656
2.81281281281	0.4800552276786379	0.38904847908149587
2.83283283283	0.5000242796088168	0.388055263908939
2.85285285285	0.5198528695322217	0.390616821734133
2.87287287287	0.5389056092711244	0.39667591453122975
2.89289289289	0.5565589773909563	0.4060600994251785
2.91291291291	0.5722226179161108	0.41848344146339345
2.93293293293	0.5853605357570766	0.43355224371509243
2.95295295295	0.5955114181040492	0.45077483914890887
2.97297297297	0.6023072859214978	0.4695753391615106
2.99299299299	0.6054896837041849	0.48931107511208405
3.01301301301	0.6049226515472096	0.509293307408994
3.03303303303	0.6006017929845554	0.5288106180085042
3.05305305305	0.5926588553266566	0.5471542535995011
3.07307307307	0.5813613752927853	0.5636445555572629
3.09309309309	0.5671071089311784	0.577657506266616
3.11311311311	0.5504131568552367	0.588650346635628
3.13313313313	0.5318999077754012	0.5961851828580169
3.15315315315	0.5122701477096292	0.5999495069878615
3.17317317317	0.4922839102801566	0.5997726094812099
3.19319319319	0.4727298652175238	0.5956369645675808
3.21321321321	0.45439424691254127	0.5876838210806953
3.23323323323	0.43802850158717566	0.5762124298124724
3.25325325325	0.4243169695925341	0.5616725786874778
3.27327327327	0.4138460084343971	0.5446503816945627
3.29329329329	0.40707599366384895	0.5258475667273275
3.31331331331	0.40431760197753214	0.5060548192266142
3.33333333333	0.40571367947343356	0.4861200488846443
3.35335335335	0.41122782672983993	0.4669127404149566
3.37337337337	0.4206405933461499	0.4492858105654179
3.39339339339	0.43355387360451275	0.43403660625904256
3.41341341341	0.4494037415517644	0.42186882799734904
3.43343343343	0.46748157130915974	0.4133572352641937
3.45345345345	0.48696287340743694	0.4089169761456358
3.47347347347	0.5069428598640319	0.40877927483100945
3.49349349349	0.5264773510905373	0.4129750055237821
3.51351351351	0.5446272791748454	0.4213273819659058
3.53353353353	0.5605047472253185	0.43345460602136093
3.55355355355	0.5733183945878295	0.4487828598250724
3.57357357357	0.5824157114901555	0.46656951246511125
3.59359359359	0.5873199586660884	0.4859358674475308
3.61361361361	0.5877594871246794	0.5059082287069004
3.63363363363	0.5836875234430694	0.525465540903755
3.65365365365	0.5752908825402231	0.5435913957629108
3.67367367367	0.5629865808759598	0.559327821431353
3.69369369369	0.5474059286465232	0.5718280151505888
3.71371371371	0.5293663526186912	0.5804050655482045
3.73373373373	0.5098319080245403	0.5845737579446549
3.75375375375	0.48986413955470953	0.5840827746518137
3.77377377377	0.4705656058069332	0.578934993278564
3.79379379379	0.45301894547624666	0.5693941400663535
3.81381381381	0.43822479567684275	0.5559767518453276
3.83383383383	0.4270421360792551	0.5394292081977453
3.85385385385	0.42013469731462244	0.5206904739034423
3.87387387387	0.4179269185366733	0.500842091646243
3.89389389389	0.4205725595253479	0.4810478314535011
3.91391391391	0.4279384735394769	0.4624861788771547
3.93393393393	0.4396052494004584	0.44627947178374255
3.95395395395	0.4548854710232011	0.43342392377860556
3.97397397397	0.47285926972882286	0.4247249573812163
3.99399399399	0.4924257209742036	0.4207421811762057
4.01401401401	0.5123675332036636	0.4217479671387615
4.03403403403	0.5314254677126791	0.42770292035755186
4.05405405405	0.5483780900216226	0.43825060650531983
4.07407407407	0.5621218552682539	0.45273275583328343
4.09409409409	0.5717462317263012	0.4702248583846151
4.11411411411	0.5765986108875403	0.4895906820797904
4.13413413413	0.5763341620897695	0.5095528741010187
4.15415415415	0.5709465626880643	0.5287755441600634
4.17417417417	0.5607766431447546	0.5459536736150736
4.19419419419	0.5464973753122652	0.5599034379276162
4.21421421421	0.5290752216339577	0.5696471482110151
4.23423423423	0.5097095515851254	0.5744865658075559
4.25425425425	0.48975350228223424	0.5740588496027057
4.27427427427	0.4706211874360496	0.5683703546374101
4.29429429429	0.45368741800844054	0.5578048732788663
4.31431431431	0.4401869747400773	0.5431046226834632
4.33433433433	0.4311208730961589	0.5253242282762915
4.35435435435	0.427176920569422	0.5057599995234416
4.37437437437	0.428671157376741	0.485858789907147
4.39439439439	0.4355155098323049	0.4671125182091799
4.41441441441	0.44721523181261225	0.45094584756642964
4.43443443443	0.46289756882464583	0.43860543401515284
4.45445445445	0.4813706959452844	0.4310594590898713
4.47447447447	0.5012095311331526	0.4289157847374237
4.49449449449	0.5208627041188425	0.4323659973167242
4.51451451451	0.5387729677159036	0.4411608812163615
4.53453453453	0.5535018603896197	0.4546205799868135
4.55455455455	0.5638486246421792	0.4716800167051677
4.57457457457	0.5689533684278912	0.4909672544442219
4.59459459459	0.5683752807862168	0.5109096137906906
4.61461461461	0.5621383639961927	0.5298597741944753
4.63463463463	0.550739535527861	0.5462320111990618
4.65465465465	0.5351169250909943	0.5586373769175024
4.67467467467	0.516579523039971	0.5660061825904482
4.69469469469	0.4967027555782427	0.5676866882889102
4.71471471471	0.4771977708557221	0.5635104623240371
4.73473473473	0.45976491636299316	0.553817367838065
4.75475475475	0.445943794718382	0.5394364014915416
4.77477477477	0.43697317703195643	0.521622401071512
4.79479479479	0.43367378315524346	0.5019526404034753
4.81481481481	0.436365456769383	0.48219118383017856
4.83483483483	0.4448276313915505	0.46413220939983735
4.85485485485	0.45830837551799375	0.44943598285318226
4.87487487487	0.47558300166387346	0.43947248424155666
4.89489489489	0.49505859248741324	0.4351876566658597
4.91491491491	0.5149162630377028	0.43700578039443627
4.93493493493	0.5332789876693805	0.4447786281397653
4.95495495495	0.548389797529947	0.4577880210478682
4.97497497497	0.5587834577223542	0.4748035040831308
4.99499499499	0.5634346127149583	0.49419152732272786
5.01501501502	0.5618669533583308	0.5140672633089814
5.03503503504	0.5542111544520862	0.5324755447358371
5.05505505506	0.5412039330307067	0.5475838806536153
5.07507507508	0.5241261988204327	0.5578685320863077
5.0950950951	0.5046843916412671	0.5622744971595561
5.11511511512	0.48484511987685763	0.5603320964559143
5.13513513514	0.4666384931191404	0.5522165870435733
5.15515515516	0.45194947967587407	0.5387425877285115
5.17517517518	0.44231871753273194	0.5212915959835956
5.1951951952	0.4387741318780425	0.5016778910798493
5.21521521522	0.44171234311470337	0.4819649224106878
5.23523523524	0.45084430870141895	0.46425012544872857
5.25525525526	0.46521329964703023	0.450440294518914
5.27527527528	0.48328576178242505	0.44204161342725845
5.2952952953	0.5031076209719382	0.4399878541918686
5.31531531532	0.5225110281993287	0.44452701822554536
5.33533533534	0.5393502814626947	0.4551810250566131
5.35535535536	0.5517414916265991	0.4707854542041576
5.37537537538	0.5582790748807699	0.4896075738068101
5.3953953954	0.5582036792927958	0.5095318874946644
5.41541541542	0.5515006814753645	0.5282942289391476
5.43543543544	0.5389155631836122	0.5437390340891531
5.45545545546	0.5218816027510836	0.554070678168641
5.47547547548	0.5023654222088936	0.558069270404886
5.4954954955	0.48264586798982034	0.5552442949654434
5.51551551552	0.4650502690625783	0.5459058067672636
5.53553553554	0.4516781995625632	0.5311419564583977
5.55555555556	0.4441455956031709	0.5127024784803831
5.57557557558	0.44338091892997444	0.4927991976301225
5.5955955956	0.44949995304396806	0.473845214256957
5.61561561562	0.46177717877071256	0.45816285363991793
5.63563563564	0.47872039425449026	0.447695538142751
5.65565565566	0.49824259667170623	0.4437596401849818
5.67567567568	0.517912659885453	0.44686875986296565
5.6956956957	0.5352556268274217	0.4566549612951455
5.71571571572	0.5480659602959355	0.471900082575328
5.73573573574	0.5546940022016956	0.4906765958118202
5.75575575576	0.5542678159852823	0.5105832950198259
5.77577577578	0.5468195442297494	0.5290481636077577
5.7957957958	0.5332967510821143	0.5436608944451035
5.81581581582	0.5154536607475907	0.5524921782790407
5.83583583584	0.49563297935759115	0.5543569953689182
5.85585585586	0.4764640423295292	0.5489850115291195
5.87587587588	0.46051528349086684	0.53707229776516
5.8958958959	0.4499466571059181	0.5202037177549135
5.91591591592	0.44620937089580875	0.5006525888489732
5.93593593594	0.4498355631275466	0.4810813428208636
5.95595595596	0.4603497055874696	0.46418150145999154
5.97597597598	0.476317743107189	0.4523011650594823
5.995995996	0.4955312621885204	0.4471117544652255
6.01601601602	0.5153048232080162	0.449362123784006
6.03603603604	0.5328477074904235	0.45875752506698114
6.05605605606	0.5456592649535473	0.4739844329424565
6.07607607608	0.5518917889458224	0.49288201595626346
6.0960960961	0.5506275001605005	0.512739829055841
6.11611611612	0.5420267981165916	0.5306821576925673
6.13613613614	0.5273222717501722	0.5440852953631241
6.15615615616	0.5086548132032699	0.5509672315885261
6.17617617618	0.48877151063664365	0.5502911466651312
6.1961961962	0.47062637273679897	0.5421348952835933
6.21621621622	0.4569410298755816	0.5276971181599155
6.23623623624	0.4497906560804571	0.5091343160846159
6.25625625626	0.45027883095076426	0.4892487811985736
6.27627627628	0.45835367760807844	0.47107085757355316
6.2962962963	0.47279765822985076	0.4573968449781214
6.31631631632	0.4913975813671646	0.45035290473614575
6.33633633634	0.5112734464673109	0.45105373064250665
6.35635635636	0.5293190312609689	0.459412251617494
6.37637637638	0.5426878101946764	0.4741346999091709
6.3963963964	0.5492482713177911	0.4929070655469631
6.41641641642	0.547934972771612	0.5127485154462483
6.43643643644	0.5389359397267871	0.5304796100072409
6.45645645646	0.5236814930900313	0.5432327464175365
6.47647647648	0.5046307928930656	0.5489228844181927
6.4964964965	0.48488544650425475	0.5466003297939152
6.51651651652	0.46768908044312735	0.5366241596162229
6.53653653654	0.4558927124156276	0.5206225787812162
6.55655655656	0.4514741739304531	0.501240958263727
6.57657657658	0.45519372287093773	0.48171401897636995
6.5965965966	0.46644771592472845	0.4653295859285716
6.61661661662	0.48335059214785325	0.45487203924037706
6.63663663664	0.5030373615870186	0.45214000419005496
6.65665665666	0.5221405781557008	0.4576231894008098
6.67667667668	0.5373640386421175	0.4703985425765727
6.6966966967	0.5460560328102597	0.4882696848941351
6.71671671672	0.5466818458944684	0.5081317552432068
6.73673673674	0.5391096731752822	0.5265034881207072
6.75675675676	0.5246543668427851	0.5401368029538679
6.77677677678	0.5058647935344258	0.5465974355208311
6.7967967968	0.4860860912796212	0.5447118700734286
6.81681681682	0.46886972585495784	0.5347965455155217
6.83683683684	0.45733421126524176	0.51862208477647
6.85685685686	0.4535916753998151	0.4991121135352704
6.87687687688	0.45834707214104314	0.47982491757929496
6.8968968969	0.47074840461524614	0.4643078060453314
6.91691691692	0.4885222443489929	0.45544054107093657
6.93693693694	0.5083766764150365	0.45488993966341373
6.95695695696	0.5266030394072649	0.4627807629598353
6.97697697698	0.539768134041128	0.4776505089982139
6.996996997	0.5453679843542224	0.49670396806219497
7.01701701702	0.5423175201839154	0.5163266782264505
7.03703703704	0.5311781062976932	0.5327654404151956
7.05705705706	0.5140723806814872	0.5428489344298375
7.07707707708	0.4942949837693844	0.5446097371928145
7.0970970971	0.47568738344953804	0.5376839796058627
7.11711711712	0.4618934125749746	0.5234046859812846
7.13713713714	0.45563927815950356	0.5045626980025129
7.15715715716	0.458181371779999	0.4848742441275493
7.17717717718	0.46903613027270474	0.4682539456933682
7.1971971972	0.48605310853560946	0.4580341072824014
7.21721721722	0.5058250624372737	0.4562862720479929
7.23723723724	0.5243603017364654	0.46338502788055036
7.25725725726	0.5378868255434155	0.47790889869821257
7.27727727728	0.543626788609299	0.4969069152225734
7.2972972973	0.5403810935614553	0.5164849464825987
7.31731731732	0.5287984357225943	0.532598227239573
7.33733733734	0.5112651030520787	0.5418901516018908
7.35735735736	0.49142936758029654	0.5424029315311311
7.37737737738	0.47345166549516987	0.5340075040051959
7.3973973974	0.46113252465967014	0.5184549712880675
7.41741741742	0.45710071978588745	0.4990295116497736
7.43743743744	0.4622366408828663	0.47986737258115586
7.45745745746	0.47546042471578065	0.46508028275563057
7.47747747748	0.4939393360789335	0.45786797084741676
7.4974974975	0.5136793559326654	0.459812256572375
7.51751751752	0.5303809635197841	0.47051112829472597
7.53753753754	0.5403775783805848	0.4876411622566227
7.55755755756	0.5414516069533198	0.5074446355305756
7.57757757758	0.5333442634138589	0.5255433285638448
7.5975975976	0.5178383380382126	0.5379053067047811
7.61761761762	0.49838536501085795	0.541751666166298
7.63763763764	0.47935050739196794	0.5361976450619585
7.65765765766	0.46503717971765657	0.5224767916230901
7.67767767768	0.45870820914307486	0.5036875018064513
7.6976976977	0.4618273004695838	0.4841088256317225
7.71771771772	0.4737002451686137	0.4682328568192864
7.73773773774	0.49160797128083944	0.4597307184902281
7.75775775776	0.511411837686627	0.4605907151287332
7.77777777778	0.528500729801732	0.4706337272436936
7.7977977978	0.5388656196172731	0.48752813139102014
7.81781781782	0.5400511816137432	0.5073121067390457
7.83783783784	0.5317562146049349	0.5253111085091977
7.85785785786	0.5159319487336828	0.537241001877736
7.87787787788	0.4963433700759975	0.5402370718478469
7.8978978979	0.47768696374092895	0.5335597704527868
7.91791791792	0.46446814110528056	0.5187993679921631
7.93793793794	0.45990562566686416	0.49951857427842855
7.95795795796	0.4651308272945822	0.4804078045061051
7.97797797798	0.47888516633636635	0.4661494381840829
7.997997998	0.49780102284769934	0.460264565734225
8.01801801802	0.5172096506940398	0.4642275083866949
8.03803803804	0.5322865939439406	0.47707444689447603
8.05805805806	0.5392555304359753	0.495614947638049
8.07807807808	0.5363492307592806	0.5152064703498174
8.0980980981	0.5242795891730423	0.530908574914587
8.11811811812	0.5060866970678196	0.5387321871203681
8.13813813814	0.4863919094234427	0.5366673952199975
8.15815815816	0.4702333519932521	0.5252215775499107
8.17817817818	0.461774660910909	0.5073186766806098
8.1981981982	0.4632182974948347	0.4875718612059009
8.21821821822	0.47421035274281437	0.47110513953271305
8.23823823824	0.49190288583739467	0.4622220225763019
8.25825825826	0.5116715466756354	0.4632673624489846
8.27827827828	0.5283132734217835	0.4739866306161319
8.2982982983	0.5374169890242223	0.4915630106034512
8.31831831832	0.5365461046970841	0.5113368626204365
8.33833833834	0.5259125716811707	0.5280296284301309
8.35835835836	0.5083505888476915	0.5371539862290412
8.37837837838	0.48858227005173005	0.5362334919955674
8.3983983984	0.4719595276994907	0.5254968879888812
8.41841841842	0.46301399878211064	0.5078468417436202
8.43843843844	0.4642079702207086	0.48809646596535955
8.45845845846	0.4752340466851932	0.47166829686306805
8.47847847848	0.4930685119636213	0.46310400812678454
8.4984984985	0.5127792465050136	0.4647946080971446
8.51851851852	0.5288785528835974	0.4762897988174604
8.53853853854	0.53685317225499	0.49439196202177255
8.55855855856	0.5344445517457408	0.5140245142086172
8.57857857858	0.5223122641385414	0.5296450694808044
8.5985985986	0.5038794964003601	0.5368132432187038
8.61861861862	0.48438793851843465	0.5334689638667625
8.63863863864	0.4694167903855105	0.5205490161628517
8.65865865866	0.4632813417627533	0.5017508304106107
8.67867867868	0.46777180607346425	0.48249449794005733
8.6986986987	0.4816056777350979	0.46836829541921954
8.71871871872	0.5007678487303286	0.4635008835032137
8.73873873874	0.5196566968956993	0.4693358389063551
8.75875875876	0.5327149192414773	0.4841774295451128
8.77877877878	0.5360725284786889	0.5036574459233956
8.7987987988	0.5287141841284042	0.5220028497380874
8.81881881882	0.512813048613647	0.5337419875825327
8.83883883884	0.49311450760339154	0.5353467448379131
8.85885885886	0.4755363945657282	0.5263150283819573
8.87887887888	0.4653934246532583	0.509355187039971
8.8988988989	0.46577762912473486	0.4895986073412866
8.91891891892	0.47659187216273036	0.47306149453173
8.93893893894	0.49454538991263597	0.4648123156812626
8.95895895896	0.5141316041250326	0.46740300353371383
8.97897897898	0.5293052564291438	0.4800539057388072
8.998998999	0.5353519634549875	0.49886017825236617
9.01901901902	0.5303711419152125	0.5179751820484826
9.03903903904	0.5159005141156646	0.5314193698947027
9.05905905906	0.49646918736582857	0.5349580136663609
9.07907907908	0.4781997202812451	0.5274561381979416
9.0990990991	0.4668841796739304	0.5112708637534839
9.11911911912	0.46613685468603583	0.491537668894765
9.13913913914	0.4762159913202791	0.4745576428196592
9.15915915916	0.49390586100853684	0.4657865825063093
9.17917917918	0.5135174659293574	0.46806705391454345
9.1991991992	0.52870499696881	0.48068081656400236
9.21921921922	0.5345225709770208	0.4995455018465194
9.23923923924	0.5290538159629551	0.5185129884679601
9.25925925926	0.5140715472170219	0.531364317833931
9.27927927928	0.4944918716901326	0.5338569998775942
9.2992992993	0.4767806392308074	0.5251483020574412
9.31931931932	0.4668220283955605	0.5081098995549725
9.33933933934	0.4679503276928895	0.4884081268379144
9.35935935936	0.47980739545237083	0.47263490361585814
9.37937937938	0.4984255897571987	0.4661004497012329
9.3993993994	0.5175309559616387	0.47102718808789007
9.41941941942	0.5306472409996393	0.48576497146608966
9.43943943944	0.5332988636208885	0.5053138694947322
9.45945945946	0.5245611620769922	0.5229998615328444
9.47947947948	0.5074134555960426	0.5327491708685675
9.4994994995	0.4877511464624612	0.5311879218364852
9.51951951952	0.4723743433895995	0.518836858857811
9.53953953954	0.46663360769657797	0.4999691717940709
9.55955955956	0.47254845104548476	0.48115664875336983
9.57957957958	0.48806672029410514	0.4689898763916566
9.5995995996	0.5077462686815295	0.46775985921371077
9.61961961962	0.5246438157099985	0.477919628399027
9.63963963964	0.5327626504772093	0.49588578735666955
9.65965965966	0.5291972925256895	0.5152748773371275
9.67967967968	0.5152025599762718	0.5291581835770899
9.6996996997	0.4957838043858935	0.5325435503356002
9.71971971972	0.47792954587466785	0.5241934499112377
9.73973973974	0.4681020057856286	0.5071093043647186
9.75975975976	0.46988433478525393	0.4874822407112307
9.77977977978	0.4826458210455678	0.4724658348251392
9.7997997998	0.5017321421138453	0.467565847036566
9.81981981982	0.5201377122663604	0.4746001896879853
9.83983983984	0.5310688236764446	0.49099247907850285
9.85985985986	0.5304631324374255	0.5106845776776854
9.87987987988	0.5185270625565921	0.5263570059513483
9.8998998999	0.4996994695255403	0.5321505867128374
9.91991991992	0.4810276214432866	0.5258772388099213
9.93993993994	0.4695392842319227	0.5098784956608932
9.95995995996	0.4695868329043757	0.49018361853315323
9.97997997998	0.481170820367663	0.47425721421931977
10.0	0.49989869420551675	0.4681699785848784
