x1	Amplitude	Phase
-30.0	0.090856752157	-1.54253888555
-29.9939993999	0.0908793738366	-1.54254216585
-29.9879987999	0.0909472423886	-1.54253699467
-29.9819981998	0.0910603106123	-1.54250093306
-29.9759975998	0.091218461807	-1.54241175499
-29.9699969997	0.0914215107731	-1.54224757842
-29.9639963996	0.091669205306	-1.54198699135
-29.9579957996	0.0919612281584	-1.54160917103
-29.9519951995	0.0922971994364	-1.5410939947
-29.9459945995	0.0926766793906	-1.54042214044
-29.9399939994	0.0930991715555	-1.53957517726
-29.9339933993	0.0935641261901	-1.53853564323
-29.9279927993	0.0940709439662	-1.53728711138
-29.9219921992	0.0946189798519	-1.53581424292
-29.9159915992	0.0952075471378	-1.53410282779
-29.9099909991	0.0958359215524	-1.53213981278
-29.903990399	0.0965033454178	-1.52991331753
-29.897989799	0.0972090317979	-1.52741263925
-29.8919891989	0.0979521685973	-1.52462824676
-29.8859885989	0.0987319225699	-1.52155176481
-29.8799879988	0.0995474432049	-1.51817594969
-29.8739873987	0.10039786646	-1.51449465722
-29.8679867987	0.101282318318	-1.51050280408
-29.8619861986	0.102199918146	-1.50619632369
-29.8559855986	0.103149781845	-1.50157211757
-29.8499849985	0.104131024777	-1.49662800332
-29.8439843984	0.105142764467	-1.49136266005
-29.8379837984	0.106184123067	-1.48577557215
-29.8319831983	0.107254229605	-1.47986697227
-29.8259825983	0.108352221992	-1.47363778412
-29.8199819982	0.109477248821	-1.4670895658
-29.8139813981	0.110628470949	-1.46022445413
-29.8079807981	0.111805062875	-1.45304511039
-29.801980198	0.113006213931	-1.44555466799
-29.795979598	0.114231129289	-1.43775668222
-29.7899789979	0.115479030797	-1.42965508234
-29.7839783978	0.116749157668	-1.42125412626
-29.7779777978	0.118040767015	-1.41255835774
-29.7719771977	0.119353134259	-1.40357256642
-29.7659765977	0.120685553423	-1.39430175042
-29.7599759976	0.122037337305	-1.38475108176
-29.7539753975	0.123407817569	-1.37492587433
-29.7479747975	0.124796344739	-1.36483155454
-29.7419741974	0.126202288124	-1.35447363438
-29.7359735974	0.127625035673	-1.34385768692
-29.7299729973	0.129063993769	-1.33298932409
-29.7239723972	0.130518586982	-1.32187417659
-29.7179717972	0.131988257765	-1.31051787587
-29.7119711971	0.133472466129	-1.29892603801
-29.7059705971	0.13497068928	-1.28710424935
-29.699969997	0.136482421226	-1.27505805382
-29.6939693969	0.13800717238	-1.26279294177
-29.6879687969	0.139544469131	-1.25031434021
-29.6819681968	0.141093853415	-1.23762760439
-29.6759675968	0.142654882273	-1.22473801051
-29.6699669967	0.144227127407	-1.21165074952
-29.6639663966	0.14581017473	-1.198370922
-29.6579657966	0.147403623923	-1.18490353377
-29.6519651965	0.149007087987	-1.17125349246
-29.6459645965	0.150620192804	-1.15742560474
-29.6399639964	0.152242576701	-1.14342457418
-29.6339633963	0.153873890025	-1.12925499976
-29.6279627963	0.155513794719	-1.11492137484
-29.6219621962	0.157161963913	-1.10042808664
-29.6159615962	0.158818081521	-1.08577941612
-29.6099609961	0.160481841849	-1.07097953818
-29.603960396	0.162152949216	-1.05603252224
-29.597959796	0.163831117578	-1.04094233305
-29.5919591959	0.165516070175	-1.02571283178
-29.5859585959	0.167207539177	-1.01034777726
-29.5799579958	0.168905265346	-0.994850827481
-29.5739573957	0.170608997716	-0.979225541141
-29.5679567957	0.172318493269	-0.963475379416
-29.5619561956	0.174033516638	-0.947603707773
-29.5559555956	0.175753839808	-0.931613797893
-29.5499549955	0.177479241836	-0.915508829654
-29.5439543954	0.179209508576	-0.899291893165
-29.5379537954	0.180944432418	-0.882965990845
-29.5319531953	0.182683812038	-0.86653403952
-29.5259525953	0.184427452147	-0.84999887254
-29.5199519952	0.186175163268	-0.833363241903
-29.5139513951	0.187926761503	-0.816629820372
-29.5079507951	0.189682068321	-0.799801203587
-29.501950195	0.191440910351	-0.782879912158
-29.495949595	0.193203119183	-0.76586839374
-29.4899489949	0.194968531176	-0.748769025082
-29.4839483948	0.196736987278	-0.731584114042
-29.4779477948	0.198508332844	-0.714315901576
-29.4719471947	0.200282417474	-0.696966563687
-29.4659465947	0.202059094849	-0.679538213334
-29.4599459946	0.203838222573	-0.662032902308
-29.4539453945	0.205619662029	-0.644452623062
-29.4479447945	0.207403278232	-0.626799310499
-29.4419441944	0.209188939696	-0.609074843719
-29.4359435944	0.210976518297	-0.591281047718
-29.4299429943	0.212765889155	-0.573419695051
-29.4239423942	0.214556930507	-0.555492507441
-29.4179417942	0.216349523592	-0.537501157352
-29.4119411941	0.218143552545	-0.519447269515
-29.4059405941	0.219938904283	-0.501332422409
-29.399939994	0.22173546841	-0.483158149705
-29.3939393939	0.223533137114	-0.464925941656
-29.3879387939	0.225331805074	-0.446637246462
-29.3819381938	0.227131369374	-0.428293471579
-29.3759375938	0.228931729411	-0.409895984994
-29.3699369937	0.230732786815	-0.391446116461
-29.3639363936	0.232534445369	-0.3729451587
-29.3579357936	0.234336610933	-0.354394368551
-29.3519351935	0.236139191371	-0.335794968101
-29.3459345935	0.237942096479	-0.317148145769
-29.3399339934	0.239745237919	-0.298455057354
-29.3339333933	0.241548529154	-0.279716827059
-29.3279327933	0.243351885387	-0.260934548471
-29.3219321932	0.245155223497	-0.242109285514
-29.3159315932	0.246958461987	-0.223242073373
-29.3099309931	0.248761520927	-0.204333919383
-29.303930393	0.2505643219	-0.185385803891
-29.297929793	0.252366787951	-0.166398681091
-29.2919291929	0.254168843542	-0.147373479829
-29.2859285929	0.255970414499	-0.128311104381
-29.2799279928	0.257771427972	-0.10921243521
-29.2739273927	0.25957181239	-0.0900783296936
-29.2679267927	0.261371497418	-0.0709096228252
-29.2619261926	0.263170413921	-0.0517071278995
-29.2559255926	0.264968493919	-0.0324716371686
-29.2499249925	0.266765670556	-0.0132039224797
-29.2439243924	0.268561878063	0.00609526410992
-29.2379237924	0.270357051719	0.0254251897373
-29.2319231923	0.272151127827	0.0447851401584
-29.2259225923	0.273944043674	0.0641744191914
-29.2199219922	0.275735737503	0.0835923481792
-29.2139213921	0.277526148487	0.103038265468
-29.2079207921	0.279315216696	0.122511525907
-29.201920192	0.281102883073	0.142011500355
-29.195919592	0.282889089406	0.16153757522
-29.1899189919	0.284673778303	0.181089151995
-29.1839183918	0.286456893169	0.20066564682
-29.1779177918	0.28823837818	0.220266490061
-29.1719171917	0.290018178264	0.239891125891
-29.1659165917	0.291796239077	0.259539011896
-29.1599159916	0.29357250698	0.279209618686
-29.1539153915	0.295346929023	0.298902429525
-29.1479147915	0.297119452925	0.318616939969
-29.1419141914	0.298890027051	0.338352657515
-29.1359135914	0.300658600398	0.358109101263
-29.1299129913	0.302425122578	0.37788580159
-29.1239123912	0.304189543796	0.397682299832
-29.1179117912	0.30595181484	0.417498147977
-29.1119111911	0.307711887061	0.43733290837
-29.1059105911	0.30946971236	0.45718615342
-29.099909991	0.311225243174	0.477057465329
-29.0939093909	0.312978432458	0.496946435814
-29.0879087909	0.314729233676	0.516852665852
-29.0819081908	0.316477600787	0.536775765426
-29.0759075908	0.318223488228	0.556715353274
-29.0699069907	0.319966850908	0.576671056658
-29.0639063906	0.321707644192	0.596642511132
-29.0579057906	0.323445823891	0.616629360318
-29.0519051905	0.325181346252	0.636631255687
-29.0459045905	0.326914167944	0.656647856355
-29.0399039904	0.328644246051	0.676678828877
-29.0339033903	0.330371538061	0.696723847049
-29.0279027903	0.332096001856	0.716782591716
-29.0219021902	0.333817595704	0.736854750593
-29.0159015902	0.335536278246	0.756940018078
