x1	Amplitude	Phase
-30.0	0.181193770514	-0.729260291772
-29.9939993999	0.181205069111	-0.72926332436
-29.9879987999	0.181238979676	-0.729270539485
-29.9819981998	0.181295517791	-0.729279111694
-29.9759975998	0.181374690274	-0.729286216953
-29.9699969997	0.181476495175	-0.729289036911
-29.9639963996	0.181600921803	-0.729284763139
-29.9579957996	0.181747950758	-0.729270601333
-29.9519951995	0.181917553988	-0.729243775466
-29.9459945995	0.182109694857	-0.729201531867
-29.9399939994	0.182324328229	-0.72914114322
-29.9339933993	0.18256140057	-0.72905991247
-29.9279927993	0.18282085006	-0.728955176606
-29.9219921992	0.183102606721	-0.728824310335
-29.9159915992	0.183406592563	-0.728664729609
-29.9099909991	0.183732721738	-0.728473895011
-29.903990399	0.184080900704	-0.728249314981
-29.897989799	0.184451028411	-0.727988548881
-29.8919891989	0.184842996485	-0.727689209878
-29.8859885989	0.185256689435	-0.727348967654
-29.8799879988	0.185691984856	-0.726965550922
-29.8739873987	0.186148753655	-0.726536749756
-29.8679867987	0.186626860273	-0.726060417722
-29.8619861986	0.187126162916	-0.72553447381
-29.8559855986	0.187646513803	-0.724956904169
-29.8499849985	0.188187759402	-0.724325763639
-29.8439843984	0.188749740685	-0.723639177088
-29.8379837984	0.189332293377	-0.72289534054
-29.8319831983	0.189935248215	-0.722092522121
-29.8259825983	0.190558431205	-0.721229062801
-29.8199819982	0.191201663877	-0.720303376953
-29.8139813981	0.191864763551	-0.719313952724
-29.8079807981	0.192547543593	-0.718259352233
-29.801980198	0.19324981367	-0.717138211589
-29.795979598	0.193971380012	-0.715949240749
-29.7899789979	0.194712045666	-0.714691223217
-29.7839783978	0.195471610744	-0.713363015586
-29.7779777978	0.196249872675	-0.711963546942
-29.7719771977	0.197046626446	-0.710491818131
-29.7659765977	0.197861664847	-0.708946900896
-29.7599759976	0.198694778702	-0.707327936901
-29.7539753975	0.199545757102	-0.705634136637
-29.7479747975	0.200414387629	-0.703864778233
-29.7419741974	0.201300456573	-0.702019206172
-29.7359735974	0.202203749147	-0.700096829916
-29.7299729973	0.203124049694	-0.698097122467
-29.7239723972	0.204061141884	-0.696019618847
-29.7179717972	0.205014808908	-0.693863914527
-29.7119711971	0.205984833666	-0.691629663797
-29.7059705971	0.206970998943	-0.689316578096
-29.699969997	0.207973087584	-0.686924424302
-29.6939693969	0.208990882657	-0.684453022992
-29.6879687969	0.21002416761	-0.681902246677
-29.6819681968	0.211072726422	-0.67927201802
-29.6759675968	0.212136343751	-0.676562308043
-29.6699669967	0.21321480506	-0.673773134327
-29.6639663966	0.214307896756	-0.670904559212
-29.6579657966	0.215415406309	-0.667956688002
-29.6519651965	0.216537122364	-0.664929667173
-29.6459645965	0.217672834855	-0.661823682608
-29.6399639964	0.218822335103	-0.65863895783
-29.6339633963	0.219985415915	-0.655375752274
-29.6279627963	0.221161871669	-0.652034359571
-29.6219621962	0.222351498402	-0.648615105865
-29.6159615962	0.223554093883	-0.645118348156
-29.6099609961	0.224769457688	-0.641544472678
-29.603960396	0.225997391264	-0.63789389331
-29.597959796	0.227237697988	-0.634167050021
-29.5919591959	0.228490183225	-0.630364407359
-29.5859585959	0.229754654375	-0.626486452972
-29.5799579958	0.231030920922	-0.62253369617
-29.5739573957	0.232318794472	-0.618506666532
-29.5679567957	0.233618088788	-0.614405912554
-29.5619561956	0.234928619826	-0.610232000331
-29.5559555956	0.236250205757	-0.605985512297
-29.5499549955	0.237582666998	-0.601667045991
-29.5439543954	0.238925826225	-0.597277212878
-29.5379537954	0.240279508394	-0.592816637207
-29.5319531953	0.241643540753	-0.58828595491
-29.5259525953	0.243017752854	-0.583685812551
-29.5199519952	0.244401976556	-0.579016866306
-29.5139513951	0.245796046032	-0.574279780994
